publicationNumber,applicationDate,publicationDate,priorityCountryRegion,supplementaryPriorityCountryRegion,numberOfInventors,IPC,numberOfClaims,numberOfPagesOfDocuments,numberOfCitedPatents,numberOfPatentsCitedBy,numberOfNonPatentLiteratureCitations,patsnapFamilyPatentApplicationNumber,patSnapFamilyCitedPatentTotal,numberOfCitationsWithin3Years,numberOfCitationsWithin5Years,inpadocFamilyPatentApplicationNumber,simpleFamilyCitedPatentTotal,currentNumberOfApplicantsPatentees,simpleFamilyPatentApplicationNumber,legalStatusEvent,patentType
EP3218641A1,2015/11/10,2017/9/20,US,US,8,F17C11/00 | B01J20/22 | B01J20/28,15,1,0,0,0,6,10,0,0,6,10,1,6,撤回-视为撤回,发明申请
WO2016075136A1,2015/11/10,2016/5/19,US,US,8,F17C11/00 | B01J20/22 | B01J20/28,15,28,22,1,7,6,10,0,0,6,10,1,6,PCT进入指定国（指定期满）,发明申请
WO2015057577A1,2014/10/13,2015/4/23,US,US,1,G01N21/39 | G01N21/359 | G01N15/06,15,25,5,0,1,10,10,0,0,10,10,1,10,PCT进入指定国（指定期满）,发明申请
EP3058344A1,2014/10/13,2016/8/24,US,US,1,G01N21/39 | G01N21/359 | G01N15/06,15,25,0,0,0,10,10,0,0,10,10,1,10,授权,发明申请
EP3058344A4,2014/10/13,2017/5/17,US,US,1,G01N21/39 | G01N21/359 | G01N15/06,15,25,2,0,1,10,10,0,0,10,10,1,10,授权,发明申请
CA2925083A1,2014/10/13,2015/4/23,US,US,1,G01N21/39 | G01N21/359 | G01N15/06,15,26,0,0,0,10,10,0,0,10,10,1,10,授权,发明申请
WO2018044548A1,2017/8/15,2018/3/8,US,US,3,C10G9/26 | C07C5/32 | B01J8/04 | B01J19/24 | C10G9/00 | B01J19/02 | C04B35/01 | C04B35/515,25,49,22,6,6,21,33,6,6,18,9,1,7,PCT进入指定国（指定期满）,发明申请
CA2925083C,2014/10/13,2018/10/2,US,US,1,G01N21/39 | G01N21/359 | G01N15/06,15,24,0,0,0,10,10,0,0,10,10,1,10,授权,授权发明
EP3058344B1,2014/10/13,2021/2/24,US,US,1,G01N21/39 | G01N21/359 | G01N15/06 | G01N15/02 | G01N33/28 | G01N21/27 | G01N21/59 | G01N1/40,15,15,6,0,1,10,10,0,0,10,10,1,10,授权,授权发明
WO2023232666A1,2023/5/26,2023/12/7,DE,DE,1,B01J20/22 | B01J20/30 | B01D53/02,13,32,3,0,3,1,0,0,0,1,0,1,1,PCT未进入指定国（指定期内）,发明申请
EP4039778A1,2016/10/18,2022/8/10,-,EP,2,C10G69/04 | C10C3/00 | C10G45/00 | C10G63/00 | C10G67/00 | C10L1/04 | C10G67/04 | C10G63/06,15,33,11,0,5,51,60,0,0,42,60,1,42,公开,发明申请
WO2016075129A1,2015/11/10,2016/5/19,US,US,8,F17C11/00 | B01J19/24 | B01J19/32 | B01D53/04 | B01J20/28,22,32,5,10,0,1,10,5,7,1,10,1,1,PCT未进入指定国（指定期满）,发明申请
AU2010239363B2,2010/4/20,2014/1/16,US,US,1,E21B43/24 | E21B43/00 | E21B43/16 | E21B43/241,28,20,1,0,0,8,28,0,0,6,28,1,6,权利终止,授权发明
